,clustering_coef,degree_centrality,closeness_centrality,betweenness_centrality
418831,0,0.00031347962382445143,0.00031347962382445143,0.0
418832,0,0.00031347962382445143,0.00031347962382445143,0.0
417984,0,0.00031347962382445143,0.00031347962382445143,0.0
417985,0,0.00031347962382445143,0.00031347962382445143,0.0
420194,0,0.00031347962382445143,0.00031347962382445143,0.0
420197,0,0.00031347962382445143,0.00031347962382445143,0.0
408580,0,0.00031347962382445143,0.00031347962382445143,0.0
408621,0,0.00031347962382445143,0.00031347962382445143,0.0
408583,0,0.00031347962382445143,0.00031347962382445143,0.0
409101,0,0.00031347962382445143,0.00031347962382445143,0.0
416635,0,0.00031347962382445143,0.00031347962382445143,0.0
416636,0,0.00031347962382445143,0.00031347962382445143,0.0
419780,0,0.00031347962382445143,0.00031347962382445143,0.0
419781,0,0.00031347962382445143,0.00031347962382445143,0.0
419954,0,0.00031347962382445143,0.00031347962382445143,0.0
419955,0,0.00031347962382445143,0.00031347962382445143,0.0
120380,0,0.0006269592476489029,0.0006269592476489029,1.9660057938190745e-07
